student_id,gender,age,parental_education,study_hours_per_week,attendance_rate,extracurricular,math_score,physics_score,chemistry_score,english_score,computer_score,average_score,passed_all,grade
2324,Male,18,High School,21.6,81.2,No,83.4,,71.7,79.8,87.7,80.6,1,A
2325,Female,16,Bachelor,14.0,88.4,No,83.7,67.4,78.0,73.9,77.7,76.1,1,B
2326,Female,17,Master,9.9,82.4,Yes,65.6,76.6,66.2,66.3,64.8,67.9,1,B
2327,Female,15,Bachelor,4.9,75.7,No,61.4,53.7,65.9,59.2,66.3,61.3,1,C
2328,Male,15,Bachelor,7.5,95.1,No,59.6,68.1,58.9,,67.4,63.5,1,C
2329,Female,18,Master,14.3,91.7,No,91.1,76.5,73.9,73.1,,78.6,1,B
2330,Male,18,Master,17.4,,No,90.9,72.5,68.5,,80.1,78.0,1,B
2331,Male,16,Bachelor,13.3,91.4,No,86.0,66.0,69.7,61.5,69.7,70.6,1,B
2332,Male,18,Graduate,,82.5,No,94.4,89.7,89.4,77.7,88.0,87.8,1,A
2333,Female,15,High School,15.5,80.0,No,86.9,90.4,71.8,77.9,76.3,80.7,1,A
2334,Female,15,No Formal,14.5,,No,80.8,74.3,64.2,69.8,75.6,72.9,1,B
2335,Male,17,High School,8.7,97.3,Yes,74.3,71.6,77.0,58.1,81.2,72.4,1,B
2336,Male,17,High School,12.9,100.0,Yes,77.5,56.5,61.4,69.5,66.3,66.2,1,B
2337,Male,15,Graduate,7.8,94.4,Yes,80.5,83.4,82.2,72.1,72.7,78.2,1,B
2338,Male,15,High School,12.1,88.2,No,68.2,62.1,55.0,59.2,52.1,59.3,1,C
2339,Male,16,Master,13.7,90.2,No,92.3,80.9,74.7,81.9,83.1,82.6,1,A
2340,Male,16,Master,,88.1,No,96.2,94.3,89.2,78.6,94.2,90.5,1,A
2341,Female,15,Graduate,,79.8,No,61.0,42.7,,47.2,62.0,53.2,1,C
2342,Male,18,No Formal,14.4,88.2,Yes,87.9,75.4,81.3,76.2,73.7,78.9,1,B
2343,Male,17,High School,19.4,77.3,No,90.0,73.8,76.9,81.1,80.5,80.5,1,A
2344,Male,15,Master,15.8,87.0,Yes,100.0,91.6,90.0,82.1,99.6,92.7,1,A
2345,Female,18,High School,16.2,100.0,No,84.3,72.6,80.1,73.7,91.0,80.3,1,A
2346,Female,15,Bachelor,14.9,94.6,Yes,84.9,70.2,73.0,65.6,69.8,72.7,1,B
2347,Female,17,Master,18.5,80.6,No,81.9,68.7,69.4,67.1,,71.8,1,B
2348,Male,17,Bachelor,6.6,87.4,No,49.2,57.1,58.6,51.1,60.2,55.2,1,C
2349,Female,16,Bachelor,5.1,81.3,No,59.0,51.3,46.5,62.4,65.8,57.0,1,C
2350,Male,16,Bachelor,12.0,87.5,No,79.6,63.8,53.4,67.4,68.4,66.5,1,B
2351,Female,16,Bachelor,1.2,96.3,Yes,,66.4,62.6,,66.5,65.2,1,B
2352,Female,16,No Formal,18.2,93.2,Yes,64.9,,54.9,73.0,72.1,66.2,1,B
2353,Female,17,High School,18.1,100.0,No,97.3,63.4,85.1,78.1,87.5,82.3,1,A
2354,Female,18,Bachelor,9.8,97.5,No,78.5,81.5,74.7,62.9,73.3,74.2,1,B
2355,Female,18,Graduate,10.1,89.6,No,77.6,86.6,77.3,70.7,81.9,78.8,1,B
2356,Male,18,Bachelor,11.6,93.4,Yes,64.8,68.0,52.5,62.0,56.2,60.7,1,C
2357,Female,15,High School,12.3,86.4,No,74.0,78.1,68.2,71.6,75.7,73.5,1,B
2358,Male,16,Bachelor,12.6,79.0,No,,,65.5,58.7,71.9,65.4,1,B
2359,Female,16,High School,14.8,98.4,No,80.0,72.2,,67.8,,73.3,1,B
2360,Male,17,High School,11.1,96.1,No,,41.0,57.9,42.2,69.8,52.7,1,C
2361,Male,17,Master,16.7,86.1,No,,83.8,85.2,81.5,100.0,87.6,1,A
2362,Male,15,Bachelor,14.2,90.2,Yes,82.5,67.4,78.2,68.7,78.7,75.1,1,B
2363,Male,15,Graduate,9.0,97.9,Yes,62.5,54.4,64.9,56.8,72.2,62.2,1,C
2364,Female,18,Master,18.7,94.8,No,82.6,87.5,80.1,84.9,86.4,84.3,1,A
2365,Female,17,Master,5.2,76.3,No,65.7,59.2,65.4,56.8,68.9,63.2,1,C
2366,Male,16,High School,11.5,,Yes,84.6,72.7,,,77.7,78.3,1,B
2367,Male,18,Bachelor,,86.7,No,72.4,,73.6,65.7,78.8,72.6,1,B
2368,Female,16,High School,8.4,96.9,Yes,58.6,74.0,,70.5,83.4,71.6,1,B
2369,Male,18,Graduate,13.5,96.2,No,70.2,87.2,67.0,73.9,,74.6,1,B
2370,Female,16,High School,14.7,98.5,Yes,88.5,74.8,79.0,76.9,80.2,79.9,1,B
2371,Female,15,High School,7.7,79.1,No,45.5,57.1,46.7,59.5,54.0,52.6,1,C
2372,Female,18,Bachelor,11.6,81.7,No,71.0,56.6,68.0,56.2,63.5,63.1,1,C
2373,Female,16,High School,11.2,96.9,Yes,74.5,72.8,60.5,68.5,65.1,68.3,1,B
2374,Male,16,High School,,,No,55.7,51.2,45.8,51.6,60.7,53.0,1,C
2375,Female,17,Bachelor,23.5,75.8,Yes,97.6,93.3,96.1,88.7,100.0,95.1,1,A
2376,Male,18,High School,8.2,,No,77.2,90.1,74.9,74.3,83.0,79.9,1,B
2377,Male,16,High School,17.0,83.6,No,82.2,63.0,73.9,66.7,78.2,72.8,1,B
2378,Female,17,Bachelor,10.0,100.0,No,69.4,41.5,58.8,59.6,61.0,58.1,1,C
2379,Male,16,Master,,90.4,No,63.9,71.3,56.2,,,63.8,1,C
2380,Female,18,Bachelor,12.5,89.3,No,78.9,65.2,73.8,75.2,74.1,73.4,1,B
2381,Female,15,Bachelor,15.2,85.0,No,93.6,78.6,81.5,81.3,88.5,84.7,1,A
2382,Female,18,Bachelor,16.6,,Yes,,92.6,74.2,81.1,76.0,81.0,1,A
2383,Female,18,Bachelor,19.8,90.9,Yes,89.2,91.9,100.0,81.0,91.4,90.7,1,A
2384,Male,16,Graduate,26.7,84.7,No,100.0,96.7,100.0,,100.0,99.2,1,A
2385,Male,16,High School,13.3,81.6,No,,59.8,65.5,,,62.6,1,C
2386,Female,18,Master,8.7,87.4,No,73.8,71.6,59.9,68.7,72.3,69.3,1,B
2387,Male,17,Graduate,14.3,80.2,Yes,95.8,69.9,73.2,75.8,83.5,79.6,1,B
2388,Female,17,Master,10.7,96.2,No,77.8,68.1,79.4,70.9,76.8,74.6,1,B
2389,Female,17,High School,16.6,73.5,No,77.0,74.2,,73.7,86.2,77.8,1,B
2390,Female,16,High School,5.5,86.9,No,57.5,53.0,50.5,48.9,56.0,53.2,1,C
2391,Male,16,Master,23.8,92.9,Yes,100.0,98.6,91.5,92.1,100.0,96.4,1,A
2392,Male,18,High School,16.3,90.7,Yes,85.4,77.8,85.6,71.2,84.9,81.0,1,A
2393,Male,15,Master,3.6,82.3,Yes,63.0,61.6,63.0,61.5,53.2,60.5,1,C
2394,Male,16,Master,8.5,93.3,No,71.4,54.8,76.4,68.7,75.6,69.4,1,B
2395,Female,18,Master,16.1,80.9,No,85.7,85.8,85.0,88.4,94.5,87.9,1,A
2396,Male,18,High School,17.9,87.8,Yes,,66.0,72.6,62.6,79.2,70.1,1,B
2397,Male,15,Master,5.6,93.2,No,68.2,73.9,67.0,62.2,62.2,66.7,1,B
2398,Male,17,Master,15.6,91.7,No,81.5,71.2,79.5,75.6,90.3,79.6,1,B
2399,Female,18,Master,2.3,82.6,Yes,78.0,71.5,70.1,64.5,74.1,71.6,1,B
2400,Female,18,High School,11.6,97.6,No,64.6,71.4,63.8,,64.7,66.1,1,B
2401,Male,18,High School,17.6,88.7,No,97.0,73.2,94.6,82.1,97.4,88.9,1,A
2402,Male,17,Bachelor,9.2,93.9,No,63.8,60.6,61.5,61.6,64.2,62.3,1,C
2403,Male,17,High School,4.5,100.0,No,51.1,36.7,46.7,54.8,53.9,48.6,1,D
2404,Male,15,Bachelor,12.7,96.9,No,79.1,73.2,71.6,71.5,73.7,73.8,1,B
2405,Female,16,Graduate,9.0,97.0,Yes,86.3,66.2,66.9,72.0,76.0,73.5,1,B
2406,Female,17,Bachelor,15.1,89.5,Yes,78.3,80.0,73.8,68.4,77.2,75.5,1,B
2407,Male,16,Master,7.6,94.4,Yes,67.8,69.9,70.7,70.4,67.1,69.2,1,B
2408,Male,16,High School,8.1,89.7,No,63.2,55.3,55.7,62.5,70.4,61.4,1,C
2409,Other,17,High School,1.9,78.3,Yes,41.6,44.7,51.5,44.4,,45.6,1,D
2410,Male,18,High School,12.8,90.4,Yes,84.3,67.5,67.2,65.2,81.5,73.1,1,B
2411,Female,15,High School,11.2,90.1,No,68.6,67.2,62.8,65.7,70.8,67.0,1,B
2412,Male,16,Graduate,6.1,,No,61.9,65.0,62.5,67.4,67.3,64.8,1,C
2413,Female,18,High School,13.0,87.0,Yes,78.7,78.0,,81.2,87.8,81.4,1,A
2414,Male,17,Bachelor,17.1,81.9,Yes,100.0,80.6,88.0,86.5,87.7,88.6,1,A
2415,Female,16,Bachelor,10.9,93.3,No,61.7,73.7,56.0,59.6,65.8,63.4,1,C
2416,Female,16,Graduate,13.3,77.5,Yes,87.3,81.5,91.4,66.4,83.8,82.1,1,A
2417,Male,16,High School,13.4,99.7,No,76.8,62.5,65.8,71.2,74.7,70.2,1,B
2418,Male,18,High School,6.0,86.1,No,56.6,58.0,55.5,60.0,,57.5,1,C
2419,Male,18,High School,22.3,90.0,Yes,86.1,87.7,91.9,75.5,94.8,87.2,1,A
2420,Male,18,Bachelor,9.6,92.5,Yes,58.6,55.6,48.7,,59.5,55.6,1,C
2421,Male,16,High School,15.3,92.7,Yes,76.5,76.3,82.7,73.4,82.4,78.3,1,B
2422,Male,16,Graduate,15.8,76.7,Yes,77.0,87.1,83.3,77.4,85.7,82.1,1,A
2423,Female,15,Bachelor,11.3,94.6,No,68.9,75.9,52.0,64.1,69.2,66.0,1,B
2424,Male,15,Bachelor,15.0,90.4,No,89.7,82.0,80.6,68.8,87.4,81.7,1,A
2425,Male,18,Bachelor,13.2,82.9,No,80.9,59.1,70.7,70.1,69.5,70.1,1,B
2426,Female,18,High School,4.9,82.0,No,49.3,42.5,52.1,59.2,,50.8,1,C
2427,Male,17,Bachelor,10.3,85.3,Yes,82.0,66.0,71.3,63.3,74.7,71.5,1,B
2428,Female,18,No Formal,8.9,77.6,Yes,43.4,41.6,43.5,47.4,52.2,45.6,1,D
2429,Male,15,Master,9.7,100.0,No,73.6,64.5,72.3,78.2,72.1,72.1,1,B
2430,Female,15,Graduate,5.5,99.9,No,62.9,74.3,59.8,67.7,65.8,66.1,1,B
2431,Female,15,Master,17.6,91.6,No,89.7,92.2,100.0,,89.6,92.9,1,A
2432,Female,16,High School,20.0,86.2,No,89.1,86.1,83.6,85.6,95.5,88.0,1,A
2433,Other,16,High School,16.9,86.4,No,98.2,,76.8,,,87.5,1,A
2434,Male,18,High School,18.4,,Yes,76.0,60.9,72.5,70.3,79.8,71.9,1,B
2435,Female,17,High School,10.3,100.0,Yes,75.4,66.2,48.2,60.5,61.9,62.4,1,C
2436,Male,17,High School,8.8,83.4,Yes,48.9,38.8,54.7,51.7,54.0,49.6,1,D
2437,Male,17,Bachelor,8.1,79.1,No,65.0,74.1,62.9,73.7,77.0,70.5,1,B
2438,Male,16,Master,15.2,100.0,Yes,91.0,64.9,70.3,69.6,85.8,76.3,1,B
2439,Female,15,Graduate,13.1,73.7,No,68.5,66.1,61.0,69.6,73.9,67.8,1,B
2440,Male,15,Master,11.6,79.9,No,74.6,78.3,58.7,72.2,77.9,72.3,1,B
2441,Female,16,Graduate,18.5,86.0,No,89.7,79.4,98.9,78.2,94.6,88.2,1,A
2442,Female,17,High School,14.0,75.5,Yes,80.5,74.3,78.6,69.0,82.8,77.0,1,B
2443,Female,17,High School,7.8,96.9,No,61.9,70.0,72.2,67.7,,68.0,1,B
2444,Female,18,Master,8.6,94.9,No,76.4,75.3,78.0,78.0,71.7,75.9,1,B
2445,Male,18,High School,15.4,83.4,Yes,76.8,74.8,72.8,68.9,75.5,73.8,1,B
2446,Male,17,High School,17.2,98.2,Yes,87.5,83.3,79.2,73.8,92.3,83.2,1,A
2447,Male,16,High School,14.8,99.6,No,85.1,71.3,82.0,74.7,90.1,80.6,1,A
2448,Male,17,High School,21.5,87.1,Yes,91.2,96.8,92.8,80.5,93.5,91.0,1,A
2449,Male,18,Bachelor,20.2,84.4,No,97.8,,79.3,83.6,91.0,87.9,1,A
2450,Male,17,Bachelor,14.2,100.0,No,82.8,85.8,94.0,74.3,91.3,85.6,1,A
2451,Male,16,Bachelor,7.8,93.8,Yes,58.5,,49.3,58.2,66.4,58.1,1,C
2452,Female,15,Master,5.5,90.1,No,72.5,70.0,63.5,67.9,,68.5,1,B
2453,Female,16,Bachelor,10.1,98.9,No,74.3,75.7,70.9,53.3,85.7,72.0,1,B
2454,Male,16,High School,15.8,90.4,Yes,84.5,82.7,79.7,84.9,79.9,82.3,1,A
2455,Female,18,High School,21.1,,Yes,90.1,75.8,,74.9,92.0,83.2,1,A
2456,Male,16,High School,14.1,88.6,No,77.0,75.3,83.9,75.7,78.4,78.1,1,B
2457,Male,16,Master,17.8,96.3,Yes,96.6,71.8,84.0,86.2,84.8,84.7,1,A
2458,Female,18,Master,10.8,72.1,Yes,76.5,,80.3,67.2,92.6,79.2,1,B
2459,Female,18,Master,15.1,85.7,Yes,79.1,75.9,,81.2,82.0,79.6,1,B
2460,Male,15,High School,16.1,99.1,Yes,78.5,77.6,68.3,74.4,89.5,77.7,1,B
2461,Other,17,Bachelor,2.1,83.9,No,65.1,60.8,62.3,64.1,65.3,63.5,1,C
2462,Female,16,Bachelor,9.9,,No,72.2,53.6,66.4,68.9,,65.3,1,B
2463,Female,18,Bachelor,16.7,99.3,No,100.0,90.5,89.6,83.5,97.1,92.1,1,A
2464,Female,15,Bachelor,13.4,,No,90.5,71.7,84.5,65.1,87.2,79.8,1,B
2465,Female,17,Bachelor,6.0,83.5,No,44.3,51.0,60.3,,65.0,55.2,1,C
2466,Male,18,Bachelor,0.0,85.7,Yes,66.9,50.6,50.6,66.7,61.0,59.2,1,C
2467,Male,17,Master,10.2,100.0,Yes,77.0,67.4,61.0,61.2,71.3,67.6,1,B
2468,Male,17,High School,11.6,100.0,No,70.2,85.3,79.4,65.9,80.4,76.2,1,B
2469,Male,16,Master,7.6,89.0,No,81.8,64.8,79.1,70.1,76.6,74.5,1,B
2470,Female,16,High School,12.7,83.1,No,,69.6,81.0,78.4,83.5,78.1,1,B
2471,Male,18,High School,14.5,88.9,Yes,77.3,65.0,71.8,67.9,74.5,71.3,1,B
2472,Female,17,No Formal,15.4,90.0,Yes,57.1,64.6,56.0,65.9,59.5,60.6,1,C
2473,Female,18,No Formal,0.2,,No,46.3,49.4,42.1,55.9,,48.4,1,D
2474,Female,18,High School,5.4,88.6,No,64.8,55.1,54.0,62.4,59.7,59.2,1,C
2475,Female,17,Bachelor,10.5,98.6,No,83.6,70.6,80.4,77.4,67.9,76.0,1,B
2476,Female,18,High School,14.9,73.6,Yes,96.1,77.8,86.3,79.7,83.1,84.6,1,A
2477,Male,17,Bachelor,,94.6,No,80.7,78.5,72.8,77.6,80.3,78.0,1,B
2478,Female,17,Master,14.4,99.0,Yes,88.2,84.4,82.0,74.3,90.2,83.8,1,A
2479,Male,17,No Formal,10.1,83.5,Yes,61.0,71.8,52.4,57.8,67.6,62.1,1,C
2480,Female,17,Bachelor,10.4,100.0,Yes,76.8,66.5,66.9,79.7,76.5,73.3,1,B
2481,Male,15,Bachelor,8.4,82.5,No,84.8,80.0,75.2,78.9,82.9,80.4,1,A
2482,Female,17,Bachelor,15.8,91.5,No,88.4,82.0,95.3,86.7,100.0,90.5,1,A
2483,Female,16,High School,7.4,85.5,No,72.4,62.2,71.6,67.8,69.9,68.8,1,B
2484,Male,16,Graduate,16.3,85.5,Yes,96.3,80.7,76.0,86.2,87.4,85.3,1,A
2485,Male,16,Graduate,13.0,83.1,Yes,,77.7,84.0,67.4,90.2,79.8,1,B
2486,Other,17,Bachelor,11.8,93.6,Yes,76.4,64.0,69.8,77.1,81.8,73.8,1,B
2487,Female,16,High School,8.7,94.8,No,53.4,75.9,55.7,51.1,60.4,59.3,1,C
2488,Female,15,High School,5.2,87.5,No,68.4,53.9,56.0,53.9,64.4,59.3,1,C
2489,Female,18,High School,8.8,77.1,Yes,77.4,71.6,56.3,67.3,69.3,68.4,1,B
2490,Male,17,Master,10.3,91.2,No,63.3,55.0,60.1,56.6,61.7,59.3,1,C
2491,Male,16,Bachelor,0.2,91.4,No,48.3,66.3,43.4,54.6,61.3,54.8,1,C
2492,Male,15,High School,11.0,86.3,No,60.9,62.9,57.8,59.0,62.1,60.5,1,C
2493,Female,18,Bachelor,,100.0,No,91.8,91.9,,76.6,96.3,89.1,1,A
2494,Male,15,Master,,75.5,Yes,77.2,67.2,75.5,69.2,77.1,73.2,1,B
2495,Female,16,High School,9.5,70.3,No,66.4,71.2,64.7,65.3,68.1,67.1,1,B
2496,Female,15,Graduate,12.2,82.2,No,66.5,70.2,71.9,69.6,70.1,69.7,1,B
2497,Female,18,Graduate,9.2,93.7,Yes,92.5,77.9,73.8,77.6,80.3,80.4,1,A
2498,Female,16,Graduate,12.7,79.6,No,65.7,53.8,59.5,57.4,65.3,60.3,1,C
2499,Other,18,Bachelor,19.7,80.2,No,85.0,83.2,87.6,82.2,88.0,85.2,1,A
2500,Male,15,High School,16.8,95.6,Yes,74.1,65.5,74.7,56.5,74.3,69.0,1,B
2501,Female,17,Bachelor,14.6,91.7,No,76.9,77.3,63.2,55.6,70.3,68.7,1,B
2502,Female,17,High School,9.5,91.0,No,66.1,64.3,60.8,,70.3,65.4,1,B
2503,Female,17,High School,15.7,94.3,Yes,89.6,63.2,79.6,,84.7,79.3,1,B
2504,Female,17,Bachelor,3.6,84.6,Yes,61.8,62.4,69.2,63.2,58.7,63.1,1,C
2505,Male,18,Bachelor,,85.0,No,71.9,,70.7,54.6,78.0,68.8,1,B
2506,Male,17,Graduate,14.9,94.5,Yes,78.4,62.4,66.2,69.4,84.5,72.2,1,B
2507,Female,18,High School,15.7,77.2,No,79.2,84.3,63.9,67.7,70.5,73.1,1,B
2508,Male,16,Bachelor,15.3,70.9,Yes,78.0,83.4,73.9,71.1,74.8,76.2,1,B
2509,Female,17,Master,,,Yes,80.1,,77.6,,73.6,77.1,1,B
2510,Female,18,Master,11.0,95.4,Yes,82.0,63.2,69.6,81.8,78.7,75.1,1,B
2511,Male,17,Graduate,14.7,90.0,No,80.3,90.2,75.8,77.2,89.2,82.5,1,A
2512,Female,17,Master,7.2,94.9,No,62.4,,73.6,59.8,62.2,64.5,1,C
2513,Male,17,Graduate,7.8,71.9,No,74.1,61.2,63.9,65.8,66.9,66.4,1,B
2514,Female,18,High School,12.3,90.5,Yes,85.1,57.1,69.4,73.5,73.4,71.7,1,B
2515,Female,15,Bachelor,12.9,93.2,No,74.0,64.9,,57.3,71.0,66.8,1,B
2516,Female,17,High School,2.9,77.2,Yes,67.2,63.6,61.9,51.1,64.3,61.6,1,C
2517,Male,17,High School,14.3,94.9,Yes,85.0,83.7,77.0,77.4,80.5,80.7,1,A
2518,Male,16,High School,15.9,87.1,Yes,79.4,84.5,85.8,74.1,83.1,81.4,1,A
2519,Female,15,High School,11.6,100.0,Yes,70.1,60.8,66.9,67.2,63.3,65.7,1,B
2520,Female,18,High School,23.9,70.6,No,100.0,91.5,,90.2,97.6,94.8,1,A
2521,Female,16,High School,8.6,99.0,Yes,57.8,53.1,63.5,67.4,65.9,61.5,1,C
2522,Male,17,High School,10.2,84.8,Yes,73.5,69.2,81.1,63.0,,71.7,1,B
2523,Male,16,Graduate,10.0,75.1,No,69.2,60.6,61.7,58.9,68.5,63.8,1,C
2524,Male,16,High School,11.6,83.8,Yes,70.2,68.4,80.3,65.1,78.9,72.6,1,B
2525,Female,17,Master,10.4,90.2,No,66.7,64.6,68.5,68.8,67.5,67.2,1,B
2526,Male,15,High School,,96.3,No,62.6,52.3,63.6,61.7,53.7,58.8,1,C
2527,Male,15,Graduate,,100.0,Yes,65.0,74.1,59.8,65.2,65.9,66.0,1,B
2528,Female,16,Graduate,11.5,99.4,No,,89.7,76.8,76.3,93.0,84.0,1,A
2529,Male,17,Master,18.1,80.3,No,91.6,93.5,94.9,73.8,81.0,87.0,1,A
2530,Other,18,Master,23.0,97.0,Yes,96.1,100.0,97.6,82.9,94.2,94.2,1,A
2531,Female,16,High School,18.7,,No,90.1,91.1,79.0,69.2,88.5,83.6,1,A
2532,Female,18,No Formal,8.1,82.8,No,,52.8,55.6,60.7,64.0,58.3,1,C
2533,Male,16,Graduate,8.5,86.3,No,,73.2,71.1,68.8,80.8,73.5,1,B
2534,Male,16,Graduate,11.2,82.3,No,77.2,79.8,79.2,80.5,80.0,79.3,1,B
2535,Female,17,Master,20.9,88.3,Yes,82.9,79.4,87.3,76.6,89.5,83.1,1,A
2536,Female,17,High School,11.2,82.2,Yes,75.3,62.6,69.0,79.3,77.9,72.8,1,B
2537,Female,18,Graduate,5.4,79.8,Yes,68.9,69.8,63.0,69.7,68.5,68.0,1,B
2538,Male,18,High School,9.5,91.8,No,59.8,50.4,55.0,64.9,,57.5,1,C
2539,Female,15,Bachelor,15.8,93.0,No,,75.7,74.6,70.2,80.4,75.2,1,B
2540,Female,17,High School,15.4,86.5,No,82.3,70.2,71.7,72.3,73.2,73.9,1,B
2541,Female,16,Graduate,11.0,98.9,Yes,62.4,61.7,52.3,59.5,67.0,60.6,1,C
2542,Female,16,High School,,85.9,Yes,63.4,67.1,56.9,69.5,68.3,65.0,1,C
2543,Female,15,High School,0.6,85.6,No,32.8,40.2,50.8,43.5,54.1,44.3,0,D
2544,Female,17,Bachelor,12.5,93.3,No,60.8,47.5,57.1,59.2,57.2,56.4,1,C
2545,Male,16,Master,16.3,86.9,Yes,84.8,78.2,86.9,,89.6,84.9,1,A
2546,Female,15,Bachelor,7.8,88.7,Yes,55.7,52.8,42.6,54.4,56.0,52.3,1,C
2547,Male,15,High School,,67.8,Yes,65.1,57.5,57.9,61.3,79.3,64.2,1,C
2548,Male,16,High School,2.7,88.1,Yes,71.9,62.9,56.2,65.9,74.2,66.2,1,B
2549,Male,16,Master,19.9,,No,87.8,81.1,78.0,70.4,,79.3,1,B
2550,Male,18,No Formal,8.4,78.2,No,,52.2,,56.7,60.3,56.4,1,C
2551,Male,17,Master,13.2,77.3,No,67.9,76.9,81.3,,83.0,77.3,1,B
2552,Male,18,Bachelor,15.0,79.7,No,83.8,69.3,73.4,71.4,73.9,74.4,1,B
2553,Female,15,Graduate,19.6,83.6,Yes,91.1,94.6,92.7,90.7,97.9,93.4,1,A
2554,Female,16,Bachelor,11.2,84.1,Yes,,47.1,54.6,49.2,62.7,53.4,1,C
2555,Male,18,Bachelor,9.3,93.3,No,73.4,77.8,65.2,58.1,66.0,68.1,1,B
2556,Female,15,Bachelor,12.9,89.8,No,84.8,67.8,72.1,,92.0,79.2,1,B
2557,Female,17,Bachelor,18.4,72.8,No,86.8,,82.0,71.9,82.2,80.7,1,A
2558,Male,16,Master,11.1,,Yes,87.0,73.8,80.3,71.0,,78.0,1,B
2559,Male,18,Bachelor,7.2,90.5,Yes,74.1,55.2,67.2,67.5,69.1,66.6,1,B
2560,Female,17,High School,4.3,85.4,Yes,67.0,59.7,62.0,58.2,52.0,59.8,1,C
2561,Female,18,High School,5.9,87.5,No,55.7,53.2,61.8,58.3,67.0,59.2,1,C
2562,Female,15,High School,16.3,,No,97.1,74.8,96.9,82.7,95.5,89.4,1,A
2563,Male,17,Bachelor,10.4,94.1,No,79.6,83.9,88.8,83.6,85.8,84.3,1,A
2564,Male,18,High School,9.0,75.4,No,69.3,60.9,65.8,65.8,66.8,65.7,1,B
2565,Male,17,High School,8.4,86.0,No,65.9,62.0,63.3,61.7,77.2,66.0,1,B
2566,Male,15,Master,12.4,100.0,No,73.1,82.7,83.6,72.7,,78.0,1,B
2567,Male,17,Master,10.8,99.3,Yes,79.0,74.8,76.8,76.1,83.2,78.0,1,B
2568,Male,18,Master,,94.8,No,87.3,71.1,77.1,78.5,72.3,77.3,1,B
2569,Female,15,Bachelor,18.7,92.3,No,83.0,93.4,,70.4,86.3,83.3,1,A
2570,Female,16,Graduate,19.7,100.0,Yes,100.0,84.3,84.7,,100.0,92.2,1,A
2571,Male,18,Graduate,3.9,100.0,No,66.3,54.4,68.2,74.0,63.1,65.2,1,B
2572,Female,18,Master,13.6,87.0,No,84.3,81.1,79.3,83.7,93.4,84.4,1,A
2573,Male,15,Bachelor,8.1,80.2,No,67.3,,60.0,64.5,69.5,65.3,1,B
2574,Male,15,High School,10.8,85.8,No,74.6,59.7,69.4,65.3,75.4,68.9,1,B
2575,Male,16,No Formal,13.5,100.0,No,78.3,80.4,84.6,71.4,83.6,79.7,1,B
2576,Female,18,High School,10.9,75.4,No,75.8,63.7,74.7,67.0,77.3,71.7,1,B
2577,Female,15,High School,13.2,84.2,Yes,65.2,74.8,57.2,73.2,71.7,68.4,1,B
2578,Female,16,Bachelor,15.4,76.7,No,69.7,65.8,66.6,,65.5,66.9,1,B
2579,Male,16,High School,13.5,89.0,No,84.2,,73.7,,90.9,82.9,1,A
2580,Female,15,No Formal,8.8,78.4,No,56.8,64.4,61.7,60.4,53.1,59.3,1,C
2581,Male,18,Bachelor,8.9,87.1,No,80.3,65.0,,68.9,62.9,69.3,1,B
2582,Female,17,Bachelor,4.8,72.4,No,52.6,48.2,45.0,57.1,62.0,53.0,1,C
2583,Female,17,Master,7.7,,Yes,69.8,71.1,69.6,71.8,71.1,70.7,1,B
2584,Male,16,Bachelor,21.8,97.8,Yes,82.9,93.2,79.9,72.3,79.7,81.6,1,A
2585,Female,17,High School,8.0,84.9,No,58.9,63.9,57.9,58.9,63.7,60.7,1,C
2586,Female,17,Bachelor,6.0,86.9,No,63.0,68.4,79.6,63.8,60.2,67.0,1,B
2587,Male,15,Master,13.6,86.7,No,62.9,56.3,62.3,68.7,77.5,65.5,1,B
2588,Female,16,Bachelor,11.4,89.4,No,79.9,75.6,68.7,55.8,76.9,71.4,1,B
2589,Male,18,Master,11.0,87.7,No,68.1,72.2,58.8,61.2,66.9,65.4,1,B
2590,Female,16,High School,19.0,94.1,No,93.3,79.5,77.3,66.0,74.0,78.0,1,B
2591,Female,15,High School,14.7,97.9,Yes,89.7,86.1,66.2,86.7,,82.2,1,A
2592,Female,17,High School,9.4,81.5,No,58.2,71.5,49.3,61.5,47.9,57.7,1,C
2593,Female,18,Bachelor,9.9,85.5,Yes,79.8,77.8,80.6,67.2,78.2,76.7,1,B
2594,Female,16,Master,9.5,95.2,Yes,66.8,74.4,56.6,,72.2,67.5,1,B
2595,Male,17,Master,16.4,76.6,No,73.5,74.6,62.7,76.4,83.1,74.1,1,B
2596,Female,16,Bachelor,10.5,72.2,Yes,50.4,57.2,64.7,59.8,67.0,59.8,1,C
2597,Male,18,Bachelor,3.0,89.8,Yes,68.2,65.7,70.6,71.8,69.2,69.1,1,B
2598,Female,16,Master,11.8,92.0,Yes,82.7,70.1,62.0,65.2,84.9,73.0,1,B
2599,Male,16,High School,4.3,82.2,Yes,46.0,52.6,64.6,56.2,64.0,56.7,1,C
2600,Male,16,High School,22.9,83.4,Yes,90.4,89.1,,81.2,97.4,89.5,1,A
2601,Female,17,No Formal,7.2,81.9,No,54.9,52.0,62.6,,61.6,57.8,1,C
2602,Male,18,Bachelor,11.2,81.1,No,59.6,,47.8,48.7,63.2,54.8,1,C
2603,Female,18,No Formal,13.3,93.5,No,67.1,65.0,73.7,60.8,67.8,66.9,1,B
